 Fold  ID_PATCH  N_Parcel  Parcel_Cover   TILE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               dates-S2    id                                                                                                                                                           geometry
    1     10000       119      0.808032 t30uxv                                                                                                                                                                                                                                                                                                 {'0': 20180924, '1': 20180929, '2': 20181004, '3': 20181009, '4': 20181019, '5': 20181024, '6': 20181029, '7': 20181108, '8': 20181113, '9': 20181118, '10': 20181123, '11': 20190117, '12': 20190122, '13': 20190216, '14': 20190221, '15': 20190226, '16': 20190313, '17': 20190328, '18': 20190412, '19': 20190422, '20': 20190427, '21': 20190512, '22': 20190527, '23': 20190601, '24': 20190606, '25': 20190621, '26': 20190626, '27': 20190701, '28': 20190706, '29': 20190711, '30': 20190716, '31': 20190731, '32': 20190810, '33': 20190815, '34': 20190820, '35': 20190825, '36': 20190830, '37': 20190904, '38': 20190914, '39': 20190919, '40': 20190924, '41': 20191009, '42': 20191019} 10000      MULTIPOLYGON (((391504.73555 6956805.91524, 392781.90613 6956707.26166, 392683.24883 6955430.10128, 391406.09215 6955528.74838, 391504.73555 6956805.91524)))
    5     20271        42      0.312713 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20271             POLYGON ((840928.04564 6318650.06586, 842208.28757 6318651.30449, 842209.53456 6317371.05968, 840929.28138 6317369.81558, 840928.04564 6318650.06586))
    5     20272        33      0.930314 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20272             POLYGON ((821750.69571 6287901.78737, 823031.29777 6287902.97102, 823032.49000 6286622.36511, 821751.87551 6286621.17674, 821750.69571 6287901.78737))
    3     20273        25      0.337277 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20273             POLYGON ((839665.43223 6300724.21393, 840945.84170 6300725.51723, 840947.15368 6299445.10450, 839666.73226 6299443.79579, 839665.43223 6300724.21393))
    1     20274        30      0.261371 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20274             POLYGON ((849880.58239 6327620.13669, 851160.70731 6327621.41319, 851161.99218 6326341.28572, 849881.85634 6326340.00340, 849880.58239 6327620.13669))
    4     20275        47      0.654256 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20275             POLYGON ((906176.15192 6345603.11377, 907455.82421 6345604.75825, 907457.47784 6344325.08485, 906177.79528 6344323.43234, 906176.15192 6345603.11377))
    5     20276        39      0.456934 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20276             POLYGON ((808911.04073 6331425.85111, 810191.29443 6331426.76674, 810192.21755 6330146.50979, 808911.95310 6330145.58992, 808911.04073 6331425.85111))
    1     20277       108      0.509139 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20277             POLYGON ((803795.26093 6323740.46728, 805075.59641 6323741.36430, 805076.50098 6322461.02533, 803796.15445 6322460.12426, 803795.26093 6323740.46728))
    1     20278       110      0.433750 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20278             POLYGON ((902333.88570 6348157.62149, 903613.56145 6348159.21950, 903615.16847 6346879.54261, 902335.48256 6346877.93673, 902333.88570 6348157.62149))
    3     20279        34      0.883919 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20279             POLYGON ((825599.86275 6280221.60973, 826880.52578 6280222.85979, 826881.78463 6278942.19283, 825601.10888 6278940.93792, 825599.86275 6280221.60973))
    2     20280        76      0.416157 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20280             POLYGON ((874221.69254 6311005.20152, 875501.84378 6311006.77304, 875503.42447 6309726.61939, 874223.26165 6309725.04111, 874221.69254 6311005.20152))
    2     20281        51      0.568948 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20281             POLYGON ((834538.78390 6305840.75851, 835819.16736 6305841.99324, 835820.41057 6304561.60653, 834540.01537 6304560.36658, 834538.78390 6305840.75851))
    2     20282        11      0.244106 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20282             POLYGON ((838392.82597 6293040.20093, 839673.31326 6293041.52449, 839674.64562 6291761.03377, 838394.14609 6291759.70485, 838392.82597 6293040.20093))
    2     20283        12      0.197172 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20283             POLYGON ((885712.37670 6335339.47962, 886992.25440 6335341.01815, 886993.80186 6334061.13875, 885713.91352 6334059.59300, 885712.37670 6335339.47962))
    5     20284        11      0.256890 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20284             POLYGON ((861459.63086 6277700.36943, 862740.16399 6277701.98800, 862741.79210 6276421.45157, 861461.24612 6276419.82676, 861459.63086 6277700.36943))
    2     20285        11      0.441078 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20285             POLYGON ((895964.38125 6325113.16376, 897244.28622 6325114.84820, 897245.97999 6323834.94151, 895966.06396 6323833.24946, 895964.38125 6325113.16376))
    2     20286        11      0.418625 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20286             POLYGON ((875490.96890 6319967.52787, 876771.03370 6319969.06328, 876772.57813 6318688.99627, 875492.50210 6318687.45405, 875490.96890 6319967.52787))
    5     20287         7      0.286116 t31tfj {'0': 20180917, '1': 20180922, '2': 20180927, '3': 20181002, '4': 20181007, '5': 20181022, '6': 20181101, '7': 20181116, '8': 20181126, '9': 20181201, '10': 20181206, '11': 20181211, '12': 20181226, '13': 20181231, '14': 20190105, '15': 20190110, '16': 20190115, '17': 20190125, '18': 20190130, '19': 20190204, '20': 20190214, '21': 20190219, '22': 20190301, '23': 20190311, '24': 20190316, '25': 20190321, '26': 20190326, '27': 20190331, '28': 20190405, '29': 20190415, '30': 20190420, '31': 20190430, '32': 20190505, '33': 20190510, '34': 20190515, '35': 20190525, '36': 20190530, '37': 20190604, '38': 20190614, '39': 20190619, '40': 20190624, '41': 20190629, '42': 20190704, '43': 20190714, '44': 20190719, '45': 20190724, '46': 20190729, '47': 20190803, '48': 20190808, '49': 20190813, '50': 20190818, '51': 20190823, '52': 20190902, '53': 20190907, '54': 20190912, '55': 20190917, '56': 20190927, '57': 20191002, '58': 20191007, '59': 20191017, '60': 20191027} 20287             POLYGON ((885726.46696 6323820.11174, 887006.44226 6323821.71521, 887008.05488 6322541.73798, 885728.06849 6322540.12730, 885726.46696 6323820.11174))
